Each row represents the efficiency standards for a specificy type of chiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Day Type choices: Default, Wkdy, Wknd, Mon, Tue, Wed, Thu, Fri, Sat, Sun, WntrDsn, SmrDsn, Hol",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Category,Units,Day Types,Start Date,End Date,Type,Hr 1,Hr 2,Hr 3,Hr 4,Hr 5,Hr 6,Hr 7,Hr 8,Hr 9,Hr 10,Hr 11,Hr 12,Hr 13,Hr 14,Hr 15,Hr 16,Hr 17,Hr 18,Hr 19,Hr 20,Hr 21,Hr 22,Hr 23,Hr 24,Notes
ApartmentMidRise Hot Water Setpoint Temp Schedule,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise HTGSETP_APT_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise HTGSETP_OFF_SCH_NO_OPTIMUM,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise HTGSETP_OFF_SCH_NO_OPTIMUM,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,15.6,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,15.6,15.6,15.6,15.6,15.6,15.6,From DOE Prototype Buildings
ApartmentMidRise HTGSETP_OFF_SCH_NO_OPTIMUM,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,15.6,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,15.6,15.6,15.6,15.6,15.6,15.6,From DOE Prototype Buildings
ApartmentMidRise HTGSETP_OFF_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise HTGSETP_OFF_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,15.6,17.8,20,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,15.6,15.6,15.6,15.6,15.6,15.6,From DOE Prototype Buildings
ApartmentMidRise HTGSETP_OFF_SCH_YES_OPTIMUM,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,15.6,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,15.6,15.6,15.6,15.6,15.6,15.6,From DOE Prototype Buildings
ApartmentMidRise INF_APT_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise INF_COR_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise INF_OFF_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise INFIL_Door_Opening_SCH,Infiltration,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0.144,1,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,1,0.144,0.144,0.144,0.144,0,0,From DOE Prototype Buildings
ApartmentMidRise LTG_APT_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0.02,0.02,0.02,0.02,0.06,0.13,0.14,0.13,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.14,0.2,0.27,0.32,0.32,0.22,0.12,0.05,From DOE Prototype Buildings
ApartmentMidRise LTG_COR_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise LTG_OFF_SCH,Unknown,,Default,1-Jan,31-Dec,Constant,0.18,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise LTG_OFF_SCH,Unknown,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise LTG_OFF_SCH,Unknown,,Wkdy,1-Jan,31-Dec,Hourly,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.18,0.18,0.18,0.18,0.18,0.18,0.18,From DOE Prototype Buildings
ApartmentMidRise LTG_OFF_SCH,Unknown,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise N CLGSETP_APT_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise N HTGSETP_APT_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise OCC_APT_SCH,Occupancy,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,1,1,1,1,1,1,1,0.85,0.39,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.3,0.52,0.87,0.87,0.87,1,1,1,From DOE Prototype Buildings
ApartmentMidRise OCC_OFF_SCH,Occupancy,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise OCC_OFF_SCH,Occupancy,,Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0,From DOE Prototype Buildings
ApartmentMidRise S CLGSETP_APT_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise S HTGSETP_APT_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
ApartmentMidRise Sliding_Doors_Ventilation_Availability_SCH,Unknown,,Default,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,From DOE Prototype Buildings
ApartmentMidRise Sliding_Doors_Ventilation_Availability_SCH,Unknown,,WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
FullServiceRestaurant Bldg Equip,Equipment,,Default|Sun|Wkdy,1-Jan,31-Dec,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.35,0.35,0.25,0.35,0.35,0.35,0.25,0.25,0.25,0.35,0.35,0.35,0.25,0.25,0.25,0.25,0.25,From DOE Reference Buildings 
FullServiceRestaurant Bldg Equip,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,0.35,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Bldg Equip,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Bldg Light,Lighting,,Default,1-Jan,31-Dec,Hourly,0.45,0.15,0.15,0.15,0.15,0.45,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,From DOE Reference Buildings 
FullServiceRestaurant Bldg Light,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Bldg Light,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Bldg Occ,Occupancy,,Default,1-Jan,31-Dec,Hourly,0.05,0,0,0,0,0.05,0.1,0.4,0.4,0.4,0.2,0.5,0.8,0.7,0.4,0.2,0.25,0.5,0.8,0.8,0.8,0.5,0.35,0.2,From DOE Reference Buildings 
FullServiceRestaurant Bldg Occ,Occupancy,,Sat,1-Jan,31-Dec,Hourly,0.05,0,0,0,0,0,0.05,0.5,0.5,0.4,0.2,0.45,0.5,0.5,0.35,0.3,0.3,0.3,0.7,0.9,0.7,0.65,0.55,0.35,From DOE Reference Buildings 
FullServiceRestaurant Bldg Occ,Occupancy,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Bldg Occ,Occupancy,,Sun,1-Jan,31-Dec,Hourly,0.05,0,0,0,0,0,0.05,0.5,0.5,0.2,0.2,0.3,0.5,0.5,0.3,0.2,0.25,0.35,0.55,0.65,0.7,0.35,0.2,0.2,From DOE Reference Buildings 
FullServiceRestaurant Bldg Occ,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Bldg Swh,Service Water Heating,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.2,0,0,0,0,0,0.15,0.6,0.55,0.45,0.4,0.45,0.4,0.35,0.3,0.3,0.3,0.4,0.55,0.6,0.5,0.55,0.45,0.25,From DOE Reference Buildings 
FullServiceRestaurant Bldg Swh,Service Water Heating,,Sun,1-Jan,31-Dec,Hourly,0.25,0,0,0,0,0,0.15,0.15,0.15,0.15,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.5,0.4,0.2,From DOE Reference Buildings 
FullServiceRestaurant Bldg Swh,Service Water Heating,,WntrDsn|Sat,1-Jan,31-Dec,Hourly,0.2,0,0,0,0,0,0.15,0.15,0.15,0.5,0.45,0.5,0.5,0.45,0.4,0.4,0.35,0.4,0.55,0.55,0.5,0.55,0.4,0.3,From DOE Reference Buildings 
FullServiceRestaurant ClgSetp,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Hourly,24,30,30,30,30,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,From DOE Reference Buildings 
FullServiceRestaurant ClgSetp,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,30,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant ClgSetp Kitchen,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Hourly,26,30,30,30,30,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,From DOE Reference Buildings 
FullServiceRestaurant ClgSetp Kitchen,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,30,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Clothing,Clothing,,Default|WntrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Clothing,Clothing,,SmrDsn,1-Jan,31-Dec,Constant,0.5,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Clothing,Clothing,,Wknd|Wkdy,1-Oct,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Clothing,Clothing,,Wknd|Wkdy,1-May,30-Sep,Constant,0.5,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Gas Equip,Equipment,,Default|Sun,1-Jan,31-Dec,Hourly,0.02,0.02,0.02,0.02,0.02,0.05,0.1,0.15,0.2,0.15,0.25,0.25,0.25,0.2,0.15,0.2,0.3,0.3,0.3,0.2,0.2,0.15,0.1,0.05,From DOE Reference Buildings 
FullServiceRestaurant Gas Equip,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,0.25,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Gas Equip,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant HtgSetp,Thermostat Setpoint,C,Default,1-Jan,31-Dec,Hourly,21,15.6,15.6,15.6,15.6,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,From DOE Reference Buildings 
FullServiceRestaurant HtgSetp,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant HtgSetp,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,21,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant HtgSetp Kitchen,Thermostat Setpoint,C,Default,1-Jan,31-Dec,Hourly,19,15.6,15.6,15.6,15.6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,From DOE Reference Buildings 
FullServiceRestaurant HtgSetp Kitchen,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant HtgSetp Kitchen,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,19,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
FullServiceRestaurant Infil Half On,Infiltration,,Default|WntrDsn|SmrDsn|Sun|Sat,1-Jan,31-Dec,Hourly,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Reference Buildings 
FullServiceRestaurant Work Eff,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Hospital AIR_VELO_SCH,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital ALWAYS_OFF,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital ALWAYS_ON,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital Bldg ClgSetp,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Hourly,25,25,25,25,25,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,25,25,25,25,25,25,From DOE Reference Buildings 
Hospital Bldg ClgSetp,Thermostat Setpoint,C,Wknd,1-Jan,31-Dec,Constant,25,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Hospital Bldg ClgSetp,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,25,25,25,25,25,25,25,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,25,25,25,25,25,25,25,25,25,From DOE Reference Buildings 
Hospital BLDG ELEVATORS,Elevator,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.75,1,1,1,0.75,1,1,1,1,1,0.52,0.52,0.52,0.28,0.2,0.2,From DOE Reference Buildings 
Hospital BLDG ELEVATORS,Elevator,,Sun,1-Jan,31-Dec,Hourly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,From DOE Reference Buildings 
Hospital BLDG ELEVATORS,Elevator,,WntrDsn|Sat,1-Jan,31-Dec,Hourly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.46,0.7,0.7,0.7,0.51,0.51,0.51,0.51,0.51,0.25,0.2,0.2,0.2,0.2,0.2,0.2,From DOE Reference Buildings 
Hospital Bldg Equip,Equipment,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.3,0.3,0.3,0.3,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.3,0.3,0.3,0.3,From DOE Reference Buildings 
Hospital Bldg Equip,Equipment,,Sat,1-Jan,31-Dec,Hourly,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,From DOE Reference Buildings 
Hospital Bldg Equip,Equipment,,Sun,1-Jan,31-Dec,Hourly,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,From DOE Reference Buildings 
Hospital Bldg Equip,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0.3,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Hospital Bldg HtgSetp,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Hourly,18.3,18.3,18.3,18.3,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,18.3,18.3,18.3,18.3,18.3,From DOE Reference Buildings 
Hospital Bldg HtgSetp,Thermostat Setpoint,C,Wknd,1-Jan,31-Dec,Constant,18.3,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Hospital Bldg HtgSetp,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,18.3,18.3,18.3,18.3,18.3,18.3,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,From DOE Reference Buildings 
Hospital Bldg Light,Lighting,,Default,1-Jan,31-Dec,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,From DOE Reference Buildings 
Hospital Bldg Light,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Reference Buildings 
Hospital Bldg Light,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Hospital Bldg Light,Lighting,,Sun,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,From DOE Reference Buildings 
Hospital Bldg Light,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Hospital Bldg Occ,Occupancy,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.2,0.2,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.2,0.2,0.05,0.05,From DOE Reference Buildings 
Hospital Bldg Occ,Occupancy,,Sun,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,From DOE Reference Buildings 
Hospital Bldg Occ,Occupancy,,WntrDsn|Sat,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.05,0.05,0.05,0.05,From DOE Reference Buildings 
Hospital BLDG_ELEVATORS,Elevator,,Default,1-Jan,31-Dec,Hourly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,From DOE Prototype Buildings
Hospital BLDG_ELEVATORS,Elevator,,Sat,1-Jan,31-Dec,Hourly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.46,0.7,0.7,0.7,0.51,0.51,0.51,0.51,0.51,0.25,0.2,0.2,0.2,0.2,0.2,0.2,From DOE Prototype Buildings
Hospital BLDG_ELEVATORS,Elevator,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_ELEVATORS,Elevator,,Wkdy,1-Jan,31-Dec,Hourly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.75,1,1,1,0.75,1,1,1,1,1,0.52,0.52,0.52,0.28,0.2,0.2,From DOE Prototype Buildings
Hospital BLDG_ELEVATORS,Elevator,,WntrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_EQUIP_EXTD_SCH,Equipment,,Default,1-Jan,31-Dec,Hourly,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,From DOE Prototype Buildings
Hospital BLDG_EQUIP_EXTD_SCH,Equipment,,Sat,1-Jan,31-Dec,Hourly,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.4,0.4,0.4,0.4,0.4,From DOE Prototype Buildings
Hospital BLDG_EQUIP_EXTD_SCH,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_EQUIP_EXTD_SCH,Equipment,,Wkdy,1-Jan,31-Dec,Hourly,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,From DOE Prototype Buildings
Hospital BLDG_EQUIP_EXTD_SCH,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_EQUIP_SCH,Equipment,,Default,1-Jan,31-Dec,Hourly,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,From DOE Prototype Buildings
Hospital BLDG_EQUIP_SCH,Equipment,,Sat,1-Jan,31-Dec,Hourly,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.4,0.4,0.4,0.4,0.4,From DOE Prototype Buildings
Hospital BLDG_EQUIP_SCH,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_EQUIP_SCH,Equipment,,Wkdy,1-Jan,31-Dec,Hourly,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,From DOE Prototype Buildings
Hospital BLDG_EQUIP_SCH,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_LIGHT_CORRIDOR_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
Hospital BLDG_LIGHT_CORRIDOR_SCH,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
Hospital BLDG_LIGHT_CORRIDOR_SCH,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_LIGHT_CORRIDOR_SCH,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
Hospital BLDG_LIGHT_CORRIDOR_SCH,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_LIGHT_EXAM_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
Hospital BLDG_LIGHT_EXAM_SCH,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
Hospital BLDG_LIGHT_EXAM_SCH,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_LIGHT_EXAM_SCH,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
Hospital BLDG_LIGHT_EXAM_SCH,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
Hospital BLDG_LIGHT_EXTD_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
Hospital BLDG_LIGHT_EXTD_SCH,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
